,1,2,3,4,5,6,7,8,9
860,2020.03.23 09:55,s/l,287,0.10,1.06927,1.06927,1.07927,-25.00,1000553.03
863,2020.03.23 14:20,t/p,288,0.10,1.07650,1.06650,1.07650,75.00,1000628.03
866,2020.03.23 14:25,s/l,289,0.10,1.07951,1.07951,1.06951,-25.00,1000603.03
869,2020.03.23 16:48,s/l,290,0.10,1.08271,1.08271,1.07271,-25.00,1000578.03
872,2020.03.23 17:35,s/l,291,0.10,1.07796,1.07796,1.08796,-25.00,1000553.03
875,2020.03.23 18:07,s/l,292,0.10,1.07502,1.07502,1.08502,-25.00,1000528.03
878,2020.03.23 18:40,s/l,293,0.10,1.07244,1.07244,1.08244,-25.00,1000503.03
881,2020.03.24 02:52,t/p,294,0.10,1.07997,1.06997,1.07997,74.36,1000577.40
884,2020.03.24 12:07,t/p,295,0.10,1.08692,1.07692,1.08692,75.00,1000652.40
887,2020.03.24 14:10,s/l,296,0.10,1.08407,1.08407,1.09407,-25.00,1000627.40
890,2020.03.24 15:40,s/l,297,0.10,1.08046,1.08046,1.09046,-25.00,1000602.40
893,2020.03.24 19:37,s/l,298,0.10,1.07644,1.07644,1.08644,-25.00,1000577.40
896,2020.03.24 22:40,s/l,299,0.10,1.07870,1.07870,1.06870,-25.00,1000552.40
899,2020.03.25 00:55,s/l,300,0.10,1.08141,1.08141,1.07141,-24.97,1000527.43
902,2020.03.25 02:46,s/l,301,0.10,1.07733,1.07733,1.08733,-25.00,1000502.43
905,2020.03.25 20:20,t/p,302,0.10,1.08728,1.07728,1.08728,75.00,1000577.43
908,2020.03.26 11:40,t/p,303,0.10,1.09496,1.08496,1.09496,73.09,1000650.51
911,2020.03.26 21:52,t/p,304,0.10,1.10478,1.09478,1.10478,75.00,1000725.51
914,2020.03.26 23:18,s/l,305,0.10,1.10239,1.10239,1.11239,-25.00,1000700.51
917,2020.03.27 11:25,s/l,306,0.10,1.09995,1.09995,1.10995,-25.64,1000674.88
920,2020.03.27 11:48,s/l,307,0.10,1.10184,1.10184,1.09184,-25.00,1000649.88
923,2020.03.27 17:40,s/l,308,0.10,1.10437,1.10437,1.09437,-25.00,1000624.88
926,2020.03.27 22:15,t/p,309,0.10,1.11347,1.10347,1.11347,75.00,1000699.88
929,2020.03.30 00:07,s/l,310,0.10,1.11141,1.11141,1.12141,-25.64,1000674.24
932,2020.03.30 05:10,s/l,311,0.10,1.10874,1.10874,1.11874,-25.00,1000649.24
935,2020.03.30 08:55,s/l,312,0.10,1.11024,1.11024,1.10024,-25.00,1000624.24
938,2020.03.30 15:50,t/p,313,0.10,1.10275,1.11275,1.10275,75.00,1000699.24
941,2020.03.30 22:55,s/l,314,0.10,1.10510,1.10510,1.09510,-25.00,1000674.24
944,2020.03.31 00:01,s/l,315,0.10,1.10286,1.10286,1.11286,-25.64,1000648.60
947,2020.03.31 03:50,s/l,316,0.10,1.10240,1.10240,1.11240,-25.00,1000623.60
950,2020.03.31 13:55,t/p,317,0.10,1.09485,1.10485,1.09485,75.00,1000698.60
953,2020.03.31 15:40,s/l,318,0.10,1.09726,1.09726,1.08726,-25.00,1000673.60
956,2020.03.31 18:25,s/l,319,0.10,1.10037,1.10037,1.09037,-25.00,1000648.60
959,2020.03.31 22:55,s/l,320,0.10,1.10307,1.10307,1.09307,-25.00,1000623.60
962,2020.04.01 05:10,s/l,321,0.10,1.10076,1.10076,1.11076,-25.64,1000597.97
965,2020.04.01 09:40,s/l,322,0.10,1.09888,1.09888,1.10888,-25.00,1000572.97
968,2020.04.01 20:25,t/p,323,0.10,1.09121,1.10121,1.09121,75.00,1000647.97
971,2020.04.02 05:52,s/l,324,0.10,1.09350,1.09350,1.10350,-26.91,1000621.06
974,2020.04.02 09:10,s/l,325,0.10,1.09628,1.09628,1.08628,-25.00,1000596.06
977,2020.04.02 11:05,s/l,326,0.10,1.09303,1.09303,1.10303,-25.00,1000571.06
980,2020.04.02 16:55,t/p,327,0.10,1.08442,1.09442,1.08442,75.00,1000646.06
983,2020.04.02 17:07,s/l,328,0.10,1.08654,1.08654,1.07654,-25.00,1000621.06
986,2020.04.02 17:40,s/l,329,0.10,1.08900,1.08900,1.07900,-25.00,1000596.06
989,2020.04.02 21:01,t/p,330,0.10,1.08251,1.09251,1.08251,75.00,1000671.06
992,2020.04.02 21:55,s/l,331,0.10,1.08484,1.08484,1.07484,-25.00,1000646.06
995,2020.04.03 15:55,t/p,332,0.10,1.07765,1.08765,1.07765,75.03,1000721.08
998,2020.04.03 17:55,s/l,333,0.10,1.08004,1.08004,1.07004,-25.00,1000696.08
1001,2020.04.06 11:40,s/l,334,0.10,1.07907,1.07907,1.08907,-25.64,1000670.45
1004,2020.04.06 12:55,s/l,335,0.10,1.08119,1.08119,1.07119,-25.00,1000645.45
1007,2020.04.07 07:52,s/l,336,0.10,1.08278,1.08278,1.07278,-24.97,1000620.48
1010,2020.04.07 15:22,t/p,337,0.10,1.09034,1.08034,1.09034,75.00,1000695.48
1013,2020.04.07 17:55,s/l,338,0.10,1.08827,1.08827,1.09827,-25.00,1000670.48
1016,2020.04.08 03:37,s/l,339,0.10,1.08778,1.08778,1.09778,-25.64,1000644.84
1019,2020.04.09 15:52,s/l,340,0.10,1.09015,1.09015,1.08015,-24.91,1000619.93
1022,2020.04.14 17:18,t/p,341,0.10,1.09767,1.08767,1.09767,73.09,1000693.02
1025,2020.04.15 10:20,s/l,342,0.10,1.09525,1.09525,1.10525,-25.64,1000667.38
1028,2020.04.15 15:37,t/p,343,0.10,1.08772,1.09772,1.08772,75.00,1000742.38
1031,2020.04.15 17:50,s/l,344,0.10,1.08998,1.08998,1.07998,-25.00,1000717.38
1034,2020.04.15 19:46,s/l,345,0.10,1.09260,1.09260,1.08260,-25.00,1000692.38
1037,2020.04.16 13:10,t/p,346,0.10,1.08542,1.09542,1.08542,75.09,1000767.47
1040,2020.04.16 17:40,s/l,347,0.10,1.08687,1.08687,1.09687,-25.00,1000742.47
1043,2020.04.17 02:18,s/l,348,0.10,1.08657,1.08657,1.07657,-24.97,1000717.49
1046,2020.04.17 10:10,s/l,349,0.10,1.08383,1.08383,1.09383,-25.00,1000692.49
1049,2020.04.17 15:07,s/l,350,0.10,1.08537,1.08537,1.07537,-25.00,1000667.49
1052,2020.04.17 16:53,s/l,351,0.10,1.08833,1.08833,1.07833,-25.00,1000642.49
1055,2020.04.17 19:31,s/l,352,0.10,1.08641,1.08641,1.09641,-25.00,1000617.49
1058,2020.04.21 05:20,s/l,353,0.10,1.08359,1.08359,1.09359,-26.27,1000591.22
1061,2020.04.21 16:52,s/l,354,0.10,1.08580,1.08580,1.07580,-25.00,1000566.22
1064,2020.04.21 17:40,s/l,355,0.10,1.08445,1.08445,1.09445,-25.00,1000541.22
1067,2020.04.22 19:22,s/l,356,0.10,1.08190,1.08190,1.09190,-25.64,1000515.58
1070,2020.04.23 17:25,s/l,357,0.10,1.08421,1.08421,1.07421,-24.91,1000490.67
1073,2020.04.23 20:55,t/p,358,0.10,1.07716,1.08716,1.07716,75.00,1000565.67
1076,2020.04.24 14:16,s/l,359,0.10,1.08035,1.08035,1.07035,-25.00,1000540.67
1079,2020.04.28 12:37,t/p,360,0.10,1.08782,1.07782,1.08782,73.73,1000614.40
1082,2020.04.28 16:40,s/l,361,0.10,1.08561,1.08561,1.09561,-25.00,1000589.40
1085,2020.04.28 18:01,s/l,362,0.10,1.08297,1.08297,1.09297,-25.00,1000564.40
1088,2020.04.29 10:10,s/l,363,0.10,1.08642,1.08642,1.07642,-24.97,1000539.43
1091,2020.04.29 14:10,s/l,364,0.10,1.08440,1.08440,1.09440,-25.00,1000514.43
1094,2020.04.30 17:50,t/p,365,0.10,1.09192,1.08192,1.09192,73.09,1000587.51
1097,2020.05.01 17:40,t/p,366,0.10,1.10127,1.09127,1.10127,74.36,1000661.88
1100,2020.05.01 19:10,s/l,367,0.10,1.09937,1.09937,1.10937,-25.00,1000636.88
1103,2020.05.05 10:07,t/p,368,0.10,1.08961,1.09961,1.08961,75.03,1000711.91
1106,2020.05.05 11:10,s/l,369,0.10,1.09234,1.09234,1.08234,-25.00,1000686.91
1109,2020.05.05 11:52,t/p,370,0.10,1.08507,1.09507,1.08507,75.00,1000761.91
1112,2020.05.05 13:10,s/l,371,0.10,1.08555,1.08555,1.07555,-25.00,1000736.91
1115,2020.05.05 16:50,s/l,372,0.10,1.08815,1.08815,1.07815,-25.00,1000711.91
1118,2020.05.06 11:22,t/p,373,0.10,1.08058,1.09058,1.08058,75.03,1000786.94
1121,2020.05.06 14:46,s/l,374,0.10,1.08156,1.08156,1.07156,-25.00,1000761.94
1124,2020.05.08 01:22,s/l,375,0.10,1.08401,1.08401,1.07401,-24.88,1000737.05
1127,2020.05.08 17:05,s/l,376,0.10,1.08152,1.08152,1.09152,-25.00,1000712.05
1130,2020.05.11 11:38,s/l,377,0.10,1.08132,1.08132,1.09132,-25.64,1000686.41
1133,2020.05.11 16:16,s/l,378,0.10,1.08338,1.08338,1.07338,-25.00,1000661.41
1136,2020.05.12 15:10,s/l,379,0.10,1.08602,1.08602,1.07602,-24.97,1000636.44
1139,2020.05.13 10:40,s/l,380,0.10,1.08357,1.08357,1.09357,-25.64,1000610.81
1142,2020.05.13 13:40,s/l,381,0.10,1.08578,1.08578,1.07578,-25.00,1000585.81
1145,2020.05.13 17:52,s/l,382,0.10,1.08491,1.08491,1.09491,-25.00,1000560.81
1148,2020.05.13 19:55,s/l,383,0.10,1.08196,1.08196,1.09196,-25.00,1000535.81
1151,2020.05.15 16:10,s/l,384,0.10,1.08460,1.08460,1.07460,-24.88,1000510.92
1154,2020.05.15 17:55,s/l,385,0.10,1.08163,1.08163,1.09163,-25.00,1000485.92
1157,2020.05.18 18:22,t/p,386,0.10,1.08897,1.07897,1.08897,74.36,1000560.29
1160,2020.05.19 13:40,t/p,387,0.10,1.09666,1.08666,1.09666,74.36,1000634.65
1163,2020.05.19 14:53,s/l,388,0.10,1.09445,1.09445,1.10445,-25.00,1000609.65
1166,2020.05.19 23:10,s/l,389,0.10,1.09191,1.09191,1.10191,-25.00,1000584.65
1169,2020.05.20 04:25,s/l,390,0.10,1.09435,1.09435,1.08435,-24.97,1000559.68
1172,2020.05.22 10:51,s/l,391,0.10,1.09127,1.09127,1.10127,-27.55,1000532.13
1175,2020.05.26 10:18,s/l,392,0.10,1.09373,1.09373,1.08373,-24.94,1000507.19
1178,2020.05.27 12:52,t/p,393,0.10,1.10128,1.09128,1.10128,74.36,1000581.55
1181,2020.05.27 15:07,s/l,394,0.10,1.09948,1.09948,1.10948,-25.00,1000556.55
1184,2020.05.27 18:01,s/l,395,0.10,1.09694,1.09694,1.10694,-25.00,1000531.55
1187,2020.05.27 22:37,s/l,396,0.10,1.09997,1.09997,1.08997,-25.00,1000506.55
1190,2020.05.28 19:31,t/p,397,0.10,1.10809,1.09809,1.10809,75.00,1000581.55
1193,2020.06.02 11:25,t/p,398,0.10,1.11577,1.10577,1.11577,73.09,1000654.64
1196,2020.06.02 17:01,s/l,399,0.10,1.11911,1.11911,1.10911,-25.00,1000629.64
1199,2020.06.02 18:52,s/l,400,0.10,1.11695,1.11695,1.12695,-25.00,1000604.64
1202,2020.06.04 14:55,t/p,401,0.10,1.12687,1.11687,1.12687,73.09,1000677.73
1205,2020.06.04 17:25,s/l,402,0.10,1.12971,1.12971,1.11971,-25.00,1000652.73
1208,2020.06.05 09:01,t/p,403,0.10,1.13759,1.12759,1.13759,74.36,1000727.09
1211,2020.06.05 15:37,s/l,404,0.10,1.13078,1.13078,1.14078,-25.00,1000702.09
1214,2020.06.09 16:40,s/l,405,0.10,1.13290,1.13290,1.12290,-24.94,1000677.15
1217,2020.06.10 21:05,s/l,406,0.10,1.13244,1.13244,1.14244,-25.64,1000651.51
1220,2020.06.11 07:10,s/l,407,0.10,1.13510,1.13510,1.14510,-25.00,1000626.51
1223,2020.06.11 10:55,s/l,408,0.10,1.13721,1.13721,1.12721,-25.00,1000601.51
1226,2020.06.11 12:40,s/l,409,0.10,1.13978,1.13978,1.12978,-25.00,1000576.51
1229,2020.06.11 15:10,s/l,410,0.10,1.13481,1.13481,1.14481,-25.00,1000551.51
1232,2020.06.11 20:08,s/l,411,0.10,1.13444,1.13444,1.14444,-25.00,1000526.51
1235,2020.06.12 17:50,t/p,412,0.10,1.12624,1.13624,1.12624,75.03,1000601.54
1238,2020.06.15 16:55,s/l,413,0.10,1.12835,1.12835,1.11835,-24.97,1000576.57
1241,2020.06.16 10:03,t/p,414,0.10,1.13529,1.12529,1.13529,74.36,1000650.93
1244,2020.06.16 17:40,t/p,415,0.10,1.12405,1.13405,1.12405,75.00,1000725.93
1247,2020.06.16 18:31,s/l,416,0.10,1.12627,1.12627,1.11627,-25.00,1000700.93
1250,2020.06.17 10:10,s/l,417,0.10,1.12879,1.12879,1.11879,-24.97,1000675.96
1253,2020.06.17 11:07,s/l,418,0.10,1.12651,1.12651,1.13651,-25.00,1000650.96
1256,2020.06.19 17:55,t/p,419,0.10,1.11734,1.12734,1.11734,75.12,1000726.08
1259,2020.06.22 16:55,t/p,420,0.10,1.12438,1.11438,1.12438,74.36,1000800.44
1262,2020.06.23 15:22,t/p,421,0.10,1.13219,1.12219,1.13219,74.36,1000874.80
1265,2020.06.24 10:25,s/l,422,0.10,1.12988,1.12988,1.13988,-25.64,1000849.17
1268,2020.06.25 12:40,t/p,423,0.10,1.12231,1.13231,1.12231,75.09,1000924.25
1271,2020.06.25 16:55,s/l,424,0.10,1.12215,1.12215,1.11215,-25.00,1000899.25
1274,2020.06.29 05:40,s/l,425,0.10,1.12466,1.12466,1.11466,-24.94,1000874.31
1277,2020.06.30 09:10,s/l,426,0.10,1.12161,1.12161,1.13161,-25.64,1000848.68
1280,2020.06.30 18:05,s/l,427,0.10,1.12392,1.12392,1.11392,-25.00,1000823.68
1283,2020.07.01 12:59,s/l,428,0.10,1.12127,1.12127,1.13127,-25.64,1000798.04
1286,2020.07.01 16:40,s/l,429,0.10,1.12326,1.12326,1.11326,-25.00,1000773.04
1289,2020.07.01 17:10,s/l,430,0.10,1.12576,1.12576,1.11576,-25.00,1000748.04
1292,2020.07.02 17:40,s/l,431,0.10,1.12353,1.12353,1.13353,-26.91,1000721.13
1295,2020.07.06 03:07,s/l,432,0.10,1.12586,1.12586,1.11586,-24.94,1000696.19
1298,2020.07.06 16:03,t/p,433,0.10,1.13336,1.12336,1.13336,75.00,1000771.19
1301,2020.07.07 10:10,s/l,434,0.10,1.12896,1.12896,1.13896,-25.64,1000745.55
1304,2020.07.08 16:36,s/l,435,0.10,1.13140,1.13140,1.12140,-24.97,1000720.58
1307,2020.07.09 17:55,s/l,436,0.10,1.12918,1.12918,1.13918,-26.91,1000693.67
1310,2020.07.10 16:40,s/l,437,0.10,1.13150,1.13150,1.12150,-24.97,1000668.70
1313,2020.07.14 16:55,t/p,438,0.10,1.13903,1.12903,1.13903,73.73,1000742.42
1316,2020.07.21 06:25,t/p,439,0.10,1.14691,1.13691,1.14691,70.54,1000812.96
1319,2020.07.21 06:53,s/l,440,0.10,1.14438,1.14438,1.15438,-25.00,1000787.96
1322,2020.07.21 19:33,t/p,441,0.10,1.15160,1.14160,1.15160,75.00,1000862.96
1325,2020.07.22 15:25,t/p,442,0.10,1.15917,1.14917,1.15917,74.36,1000937.33
1328,2020.07.23 15:10,s/l,443,0.10,1.15612,1.15612,1.16612,-26.91,1000910.41
1331,2020.07.23 16:55,s/l,444,0.10,1.15852,1.15852,1.14852,-25.00,1000885.41
1334,2020.07.23 18:40,s/l,445,0.10,1.16117,1.16117,1.15117,-25.00,1000860.41
1337,2020.07.27 03:35,t/p,446,0.10,1.16796,1.15796,1.16796,73.73,1000934.14
1340,2020.07.27 17:37,t/p,447,0.10,1.17680,1.16680,1.17680,75.00,1001009.14
1343,2020.07.27 18:55,s/l,448,0.10,1.17527,1.17527,1.18527,-25.00,1000984.14
1346,2020.07.28 06:52,s/l,449,0.10,1.17260,1.17260,1.18260,-25.64,1000958.50
1349,2020.07.29 09:37,s/l,450,0.10,1.17466,1.17466,1.16466,-24.97,1000933.53
1352,2020.07.29 14:55,s/l,451,0.10,1.17225,1.17225,1.18225,-25.00,1000908.53
1355,2020.07.30 20:15,t/p,452,0.10,1.18195,1.17195,1.18195,73.09,1000981.62
1358,2020.07.31 05:37,t/p,453,0.10,1.18974,1.17974,1.18974,74.36,1001055.98
1361,2020.07.31 19:37,t/p,454,0.10,1.17819,1.18819,1.17819,75.00,1001130.98
1364,2020.07.31 20:07,s/l,455,0.10,1.17981,1.17981,1.16981,-25.00,1001105.98
1367,2020.08.03 13:25,t/p,456,0.10,1.17229,1.18229,1.17229,75.03,1001181.01
1370,2020.08.03 20:10,s/l,457,0.10,1.17559,1.17559,1.16559,-25.00,1001156.01
1373,2020.08.04 15:52,s/l,458,0.10,1.17311,1.17311,1.18311,-25.64,1001130.38
1376,2020.08.04 17:37,s/l,459,0.10,1.17525,1.17525,1.16525,-25.00,1001105.38
1379,2020.08.04 19:59,s/l,460,0.10,1.17783,1.17783,1.16783,-25.00,1001080.38
1382,2020.08.05 12:52,t/p,461,0.10,1.18576,1.17576,1.18576,74.36,1001154.74
1385,2020.08.06 10:52,s/l,462,0.10,1.18533,1.18533,1.19533,-26.91,1001127.83
1388,2020.08.06 19:05,s/l,463,0.10,1.18731,1.18731,1.17731,-25.00,1001102.83
1391,2020.08.07 05:25,s/l,464,0.10,1.18499,1.18499,1.19499,-25.64,1001077.19
1394,2020.08.07 16:25,t/p,465,0.10,1.17716,1.18716,1.17716,75.00,1001152.19
1397,2020.08.07 18:01,s/l,466,0.10,1.17930,1.17930,1.16930,-25.00,1001127.19
1400,2020.08.12 05:08,t/p,467,0.10,1.17204,1.18204,1.17204,75.09,1001202.28
1403,2020.08.12 10:37,s/l,468,0.10,1.17426,1.17426,1.16426,-25.00,1001177.28
1406,2020.08.13 09:10,t/p,469,0.10,1.18241,1.17241,1.18241,73.09,1001250.37
1409,2020.08.13 21:20,s/l,470,0.10,1.18035,1.18035,1.19035,-25.00,1001225.37
1412,2020.08.14 15:40,s/l,471,0.10,1.18283,1.18283,1.17283,-24.97,1001200.40
1415,2020.08.14 17:18,s/l,472,0.10,1.18106,1.18106,1.19106,-25.00,1001175.40
1418,2020.08.18 03:50,t/p,473,0.10,1.18858,1.17858,1.18858,73.73,1001249.12
1421,2020.08.19 19:25,s/l,474,0.10,1.18658,1.18658,1.19658,-25.64,1001223.49
1424,2020.08.19 21:03,s/l,475,0.10,1.18901,1.18901,1.17901,-25.00,1001198.49
1427,2020.08.20 11:25,t/p,476,0.10,1.18188,1.19188,1.18188,75.09,1001273.57
1430,2020.08.20 18:37,s/l,477,0.10,1.18577,1.18577,1.17577,-25.00,1001248.57
1433,2020.08.21 10:40,s/l,478,0.10,1.18333,1.18333,1.19333,-25.64,1001222.94
1436,2020.08.21 16:53,t/p,479,0.10,1.17575,1.18575,1.17575,75.00,1001297.94
1439,2020.08.21 17:25,s/l,480,0.10,1.17796,1.17796,1.16796,-25.00,1001272.94
1442,2020.08.24 02:20,s/l,481,0.10,1.18045,1.18045,1.17045,-24.97,1001247.96
1445,2020.08.26 15:25,s/l,482,0.10,1.17815,1.17815,1.18815,-26.27,1001221.69
1448,2020.08.26 17:20,s/l,483,0.10,1.18214,1.18214,1.17214,-25.00,1001196.69
1451,2020.08.27 14:08,s/l,484,0.10,1.17969,1.17969,1.18969,-26.91,1001169.78
1454,2020.08.27 14:55,s/l,485,0.10,1.18189,1.18189,1.17189,-25.00,1001144.78
1457,2020.08.27 16:05,s/l,486,0.10,1.18436,1.18436,1.17436,-25.00,1001119.78
1460,2020.08.27 18:46,s/l,487,0.10,1.18283,1.18283,1.17283,-25.00,1001094.78
1463,2020.08.28 06:52,s/l,488,0.10,1.18538,1.18538,1.17538,-24.97,1001069.81
1466,2020.08.31 14:25,t/p,489,0.10,1.19346,1.18346,1.19346,74.36,1001144.17
1469,2020.09.01 20:10,s/l,490,0.10,1.19153,1.19153,1.20153,-25.64,1001118.53
1472,2020.09.02 16:31,t/p,491,0.10,1.18304,1.19304,1.18304,75.03,1001193.56
1475,2020.09.02 23:22,s/l,492,0.10,1.18530,1.18530,1.17530,-25.00,1001168.56
1478,2020.09.03 16:25,s/l,493,0.10,1.18470,1.18470,1.17470,-25.00,1001143.56
1481,2020.09.03 18:22,s/l,494,0.10,1.18221,1.18221,1.19221,-25.00,1001118.56
1484,2020.09.04 16:55,s/l,495,0.10,1.17941,1.17941,1.18941,-25.64,1001092.93
1487,2020.09.04 19:01,s/l,496,0.10,1.18229,1.18229,1.17229,-25.00,1001067.93
1490,2020.09.04 21:25,s/l,497,0.10,1.18484,1.18484,1.17484,-25.00,1001042.93
1493,2020.09.07 13:25,s/l,498,0.10,1.18184,1.18184,1.19184,-25.64,1001017.29
1496,2020.09.10 13:01,s/l,499,0.10,1.18442,1.18442,1.17442,-24.86,1000992.43
1499,2020.09.10 21:25,s/l,500,0.10,1.18222,1.18222,1.19222,-25.00,1000967.43
1502,2020.09.15 07:25,t/p,501,0.10,1.18935,1.17935,1.18935,73.09,1001040.52
1505,2020.09.15 15:55,s/l,502,0.10,1.18698,1.18698,1.19698,-25.00,1001015.52
1508,2020.09.16 21:52,t/p,503,0.10,1.17997,1.18997,1.17997,75.03,1001090.55
1511,2020.09.17 18:22,s/l,504,0.10,1.18220,1.18220,1.17220,-24.91,1001065.64
1514,2020.09.22 00:45,s/l,505,0.10,1.17980,1.17980,1.18980,-26.91,1001038.73
1517,2020.09.23 03:52,t/p,506,0.10,1.16909,1.17909,1.16909,75.03,1001113.76
1520,2020.09.23 12:10,s/l,507,0.10,1.17125,1.17125,1.16125,-25.00,1001088.76
1523,2020.09.23 14:55,s/l,508,0.10,1.16899,1.16899,1.17899,-25.00,1001063.76
1526,2020.09.23 17:25,s/l,509,0.10,1.16648,1.16648,1.17648,-25.00,1001038.76
1529,2020.09.23 23:59,close at stop,510,0.10,1.16605,1.17011,1.16011,15.60,1001054.36
